TEMPERATURE,HUMIDITY,SOIL MOISTURE,INTENSITY,Weighted_Average,SPRINKLER
29.6,69,3838,154,1200.5679999999998,1
27.7,76,2867,189,915.596,0
26.7,83,2645,193,851.236,0
26.4,83,3503,132,1100.012,1
26.6,84,1222,100,411.568,0
25.8,84,1650,107,540.724,0
25.4,84,1084,32,360.312,0
25.8,84,3542,61,1101.8839999999998,1
24.2,84,2692,75,848.3960000000001,0
24.6,84,2820,62,885.088,0
24.6,83,1181,17,386.808,0
23.8,83,2622,75,827.004,0
23.2,83,1090,22,359.816,0
23.1,82,1379,39,448.58799999999997,0
22.7,82,2150,32,678.796,0
24.2,78,2349,82,744.7959999999999,0
26.2,73,1342,116,446.616,0
27.5,69,3493,108,1090.0399999999997,1
29.1,65,1959,188,640.3679999999999,0
30.6,61,2697,157,856.7280000000001,0
31.5,58,1075,219,378.22,0
31.3,57,3625,205,1140.924,1
31.2,56,3486,169,1093.876,1
31.3,55,1475,175,491.164,0
30.7,60,1271,204,435.25600000000003,0
28.8,66,1682,169,554.804,0
27.9,71,2442,195,787.592,0
26.3,71,1577,117,516.724,0
26.0,71,1698,99,550.42,0
26.6,71,2129,92,678.9079999999999,0
25.5,72,1361,16,437.84000000000003,0
25.9,73,2384,71,752.832,0
25.8,74,2155,10,675.8439999999999,0
24.1,73,1038,58,346.70799999999997,0
24.7,73,3477,24,1073.8159999999998,1
24.3,73,2266,67,716.424,0
23.8,74,2936,1,908.324,0
23.6,75,1878,22,594.0880000000001,0
23.3,76,2190,0,684.804,0
25.5,73,2798,97,880.5600000000001,0
26.7,70,3066,111,962.4159999999999,0
27.3,67,2105,87,670.084,0
29.0,63,2161,211,703.5999999999999,0
30.5,59,4045,203,1266.98,1
31.4,56,3380,158,1060.5919999999999,1
32.7,55,1347,176,453.29599999999994,0
32.6,54,4026,179,1257.108,1
32.7,53,3091,186,977.3359999999999,0
30.3,59,1095,150,374.504,0
29.1,66,1099,208,385.448,0
28.0,73,1265,160,430.17999999999995,0
27.3,72,3542,115,1106.504,1
27.5,72,3869,109,1203.82,1
27.5,71,1838,140,598.58,0
26.5,72,3333,3,1027.9,0
26.7,74,1665,16,529.936,0
25.5,76,2171,5,680.42,0
25.6,76,3729,9,1148.4080000000001,1
25.3,77,3082,60,961.6439999999999,0
25.6,78,2170,30,684.2080000000001,0
25.9,79,2139,43,677.0919999999999,0
24.8,81,2492,48,783.9440000000001,0
24.4,82,1054,53,353.412,0
26.6,78,2595,95,821.088,0
27.8,74,1610,140,531.104,0
28.9,70,2410,120,767.492,0
30.6,66,1908,183,625.068,0
31.3,62,3044,168,962.8439999999999,0
32.9,58,1070,190,373.052,0
31.1,61,3051,144,961.2479999999999,0
30.5,65,1254,165,426.04,0
30.6,68,2846,220,912.2079999999999,0
29.0,74,2150,189,700.3000000000001,0
28.2,80,1772,182,587.3760000000001,0
27.2,86,3778,151,1186.2359999999999,1
27.8,85,1272,115,429.284,0
26.7,83,2148,98,688.836,0
26.4,82,1533,85,502.15199999999993,0
26.0,83,1111,32,368.3,0
25.7,85,1539,80,503.89599999999996,0
25.6,86,1170,47,388.828,0
25.6,88,2510,54,792.3679999999999,0
25.2,89,2438,9,764.636,0
24.5,91,1107,59,372.69999999999993,0
24.6,92,3235,13,1004.9680000000001,0
24.6,93,3908,59,1213.588,1
24.1,94,1097,0,362.16799999999995,0
25.6,92,3113,115,982.928,0
25.2,90,1285,107,432.736,0
25.2,88,3959,90,1231.9959999999999,1
26.5,87,3241,155,1025.78,0
26.6,85,3124,153,989.8679999999999,0
26.1,84,3877,144,1214.088,1
26.8,86,2512,192,812.064,0
25.9,88,1163,161,403.332,0
25.6,89,2427,204,788.748,0
25.2,92,1286,152,439.89599999999996,0
24.5,94,3665,206,1161.52,1
24.1,97,4086,189,1286.168,1
24.7,96,1088,100,374.19599999999997,0
24.0,94,1284,100,432.24,0
23.0,93,3501,115,1098.8799999999999,1
23.2,93,3779,44,1172.3960000000002,1
23.6,93,3724,44,1156.008,1
23.2,92,3353,76,1048.796,0
22.1,92,2963,13,922.668,0
22.1,92,1487,16,480.28799999999995,0
22.4,92,1607,40,519.732,0
22.8,93,1212,5,396.724,0
22.3,94,2591,74,820.2239999999999,0
22.9,94,3833,46,1189.072,1
22.1,93,1754,127,576.2079999999999,0
23.2,92,1126,127,387.836,0
23.4,91,3471,140,1092.9319999999998,1
23.9,91,2578,194,832.732,0
24.0,91,1233,144,422.26,0
23.7,91,1773,164,586.976,0
23.2,92,3047,173,970.576,0
23.0,93,3414,160,1079.0800000000002,1
23.6,94,2425,164,783.388,0
23.8,95,1925,190,637.364,0
23.5,95,4023,203,1268.5,1
22.0,96,2840,189,911.5,0
22.5,95,3100,95,976.1999999999999,0
22.8,95,1757,100,574.0840000000001,0
22.9,94,2011,98,649.752,0
22.5,94,1715,67,556.5,0
22.0,94,2577,19,808.24,0
21.2,93,2018,69,647.036,0
21.8,94,2273,71,724.264,0
21.3,94,1983,73,637.404,0
20.3,94,3248,36,1011.444,0
20.6,95,4064,38,1256.888,1
20.6,96,1556,71,509.388,0
20.7,96,2873,46,901.0160000000001,0
21.9,91,3050,87,958.7919999999999,0
23.4,85,1930,113,625.172,0
24.4,80,3228,131,1015.972,0
26.2,75,3706,203,1168.556,1
27.3,69,1584,179,527.2239999999999,0
28.6,64,1468,183,491.948,0
29.1,63,3269,211,1036.028,0
29.0,61,2728,172,867.6800000000001,0
29.2,60,3998,179,1249.4359999999997,1
27.6,64,3328,167,1047.428,0
26.7,68,2990,160,945.9159999999999,0
24.2,72,2935,209,936.696,0
24.5,72,3284,98,1025.9399999999998,0
24.1,72,1241,133,417.82800000000003,0
23.5,72,2952,96,925.7800000000001,0
23.5,76,1115,14,364.32,0
22.7,79,3569,16,1101.4160000000002,1
22.4,82,3475,35,1076.632,1
21.0,81,2902,15,901.2600000000001,0
21.9,79,1092,13,357.67199999999997,0
21.2,77,3201,34,992.5559999999999,0
20.6,75,2928,61,913.708,0
20.8,73,1790,15,565.364,0
21.0,71,2132,0,665.36,0
22.0,70,3986,85,1233.46,1
22.1,68,2716,115,856.1279999999999,0
24.9,66,3892,103,1207.472,1
25.3,63,4060,149,1263.5839999999998,1
27.0,59,1286,196,437.32,0
29.8,56,2147,202,696.404,0
29.9,55,3072,176,970.012,0
29.9,54,1553,184,515.152,0
29.0,53,1221,158,411.38,0
28.0,58,2448,172,782.5600000000001,0
26.3,62,3547,177,1113.6039999999998,1
24.6,67,3118,171,984.988,0
24.8,66,1573,98,511.044,0
23.5,65,3642,105,1132.08,1
23.4,64,1969,85,627.0719999999999,0
22.2,64,3010,48,933.856,0
22.4,65,1303,37,420.55199999999996,0
21.6,65,1004,28,329.368,0
21.4,66,2408,5,747.572,0
20.9,66,1949,49,615.8919999999999,0
20.4,66,2457,73,771.5120000000001,0
20.1,66,3176,46,983.348,0
19.3,66,4084,39,1254.544,1
19.2,66,3247,48,1004.6759999999999,0
21.4,63,3466,95,1076.732,1
22.3,61,3931,132,1221.104,1
24.5,58,2099,124,670.16,0
25.6,52,3817,195,1194.128,1
27.9,46,2720,168,860.212,0
28.3,41,2299,164,732.064,0
29.4,40,1603,208,529.452,0
29.2,40,3764,190,1175.176,1
29.0,40,3785,148,1175.54,1
27.4,45,2661,206,847.412,0
25.9,50,2149,187,692.1319999999998,0
23.5,55,2335,180,747.6800000000001,0
22.7,54,3036,118,948.7959999999999,0
22.5,54,1175,114,389.88,0
22.6,53,3611,102,1118.7479999999998,1
23.0,53,1410,67,453.65999999999997,0
22.0,53,1036,78,342.72,0
21.5,54,2418,52,753.8199999999999,0
21.3,54,2122,67,667.064,0
20.6,54,4018,70,1236.0879999999997,1
20.6,55,3524,37,1083.548,1
19.3,55,1792,74,568.764,0
19.1,54,1842,8,574.188,0
18.3,54,3628,19,1111.3039999999999,1
20.9,52,2767,120,867.312,0
22.6,50,3034,103,944.9479999999999,0
24.9,48,1922,98,610.7320000000001,0
25.9,46,4064,217,1269.7120000000002,1
27.5,43,2490,171,790.6800000000001,0
28.6,41,2586,189,821.748,0
28.6,40,2988,201,943.7479999999999,0
28.4,39,3207,206,1009.8119999999999,0
29.2,39,4048,163,1256.3159999999998,1
27.6,43,1872,171,605.3080000000001,0
25.1,48,2005,207,650.948,0
23.7,53,2294,173,733.896,0
22.7,51,2342,115,739.336,0
22.8,50,3568,82,1102.264,1
22.6,48,2270,118,717.288,0
21.6,50,1369,76,441.388,0
21.4,51,3414,37,1049.652,0
20.2,53,2269,56,709.036,0
20.8,51,1899,32,594.284,0
20.8,50,4069,21,1243.4640000000002,1
20.5,48,1988,34,620.3399999999999,0
20.9,50,1084,0,345.052,0
19.2,51,1123,35,361.45599999999996,0
19.6,53,1838,2,572.0079999999999,0
21.3,50,1546,93,496.78399999999993,0
22.7,48,3958,96,1220.636,1
24.6,46,3564,116,1105.208,1
26.6,44,3732,191,1166.108,1
27.6,42,2543,173,806.6080000000001,0
29.4,41,1017,158,346.93199999999996,0
29.0,40,2949,194,931.18,0
30.0,40,3607,188,1128.0199999999998,1
30.0,40,1862,142,598.08,0
27.7,44,1329,155,440.476,0
25.3,48,2838,142,891.804,0
23.4,53,1831,216,600.932,0
23.4,52,3308,112,1029.192,0
23.6,52,2108,96,667.008,0
22.3,51,4055,102,1251.3039999999999,1
22.7,53,1731,13,542.316,0
22.0,55,1003,72,332.53999999999996,0
21.8,57,1681,6,527.204,0
21.6,56,3533,46,1088.068,1
21.1,55,1233,30,395.40799999999996,0
20.8,54,2269,63,710.4639999999999,0
20.4,55,1173,64,381.972,0
20.1,57,2576,18,796.9079999999999,0
19.4,58,2286,20,710.2719999999999,0
21.9,55,1463,129,478.49199999999996,0
23.0,52,1401,114,457.26,0
24.4,49,3092,122,965.232,0
26.4,48,3708,182,1158.712,1
27.7,46,1583,200,523.5360000000001,0
28.0,44,1447,198,481.98,0
29.1,45,2624,177,832.728,0
29.6,45,2210,148,704.6080000000001,0
29.3,45,3990,210,1247.2040000000002,1
27.8,51,3230,219,1021.7239999999999,0
26.6,56,3487,145,1089.5279999999998,1
25.3,61,2397,185,769.164,0
24.1,61,3986,95,1232.9279999999999,1
24.1,60,3932,101,1217.288,1
25.0,60,1832,124,590.76,0
23.8,61,1842,6,577.1840000000001,0
24.0,62,1560,70,501.88,0
22.9,63,1791,62,570.0319999999999,0
22.6,64,2735,25,848.248,0
21.4,66,1356,15,433.372,0
21.9,67,3050,41,945.6320000000001,0
21.9,70,2108,19,660.7919999999999,0
20.1,73,1876,7,589.848,0
20.4,76,1427,17,457.472,0
22.1,71,2580,97,813.648,0
23.9,66,2996,94,937.132,0
25.7,61,1403,121,462.116,0
27.5,56,3945,209,1236.14,1
28.6,51,1131,210,390.988,0
29.7,46,2075,195,670.996,0
30.8,45,1016,194,353.184,0
30.5,44,1378,188,460.58,0
30.1,43,2060,178,663.3879999999999,0
28.8,49,3043,217,965.064,0
26.9,55,3738,211,1173.8719999999998,1
24.5,61,1729,178,567.56,0
23.9,62,2310,110,732.452,0
23.7,63,3803,99,1179.0359999999998,1
23.5,65,1508,104,491.74,0
23.3,63,3027,69,941.924,0
22.8,62,3945,27,1211.024,1
22.8,61,3602,10,1105.464,1
22.7,63,2338,34,730.156,0
22.9,64,2853,69,889.8919999999999,0
21.1,66,2160,75,682.888,0
21.2,67,1608,79,518.156,0
20.9,68,1384,26,443.73199999999997,0
20.6,70,3911,74,1209.0279999999998,1
22.1,65,3248,122,1015.868,0
25.0,61,3651,131,1137.7199999999998,1
26.2,56,1298,132,430.896,0
27.9,51,2303,165,736.092,0
28.9,47,3207,170,1007.1519999999998,0
31.0,42,1663,192,546.22,0
31.0,41,3750,174,1169.52,1
30.0,41,3565,207,1118.3600000000001,1
30.6,40,1288,184,431.928,0
28.8,48,2860,154,901.0640000000001,0
27.0,56,3432,162,1075.52,1
24.1,64,2768,166,878.308,0
23.9,63,2490,106,786.172,0
23.1,62,2044,101,651.1679999999999,0
23.5,62,3561,89,1104.7,1
23.0,63,1784,31,563.62,0
22.5,65,1580,14,500.46,0
23.0,67,1135,31,370.03999999999996,0
22.3,67,1143,69,377.564,0
22.9,68,1408,1,447.99199999999996,0
22.9,69,3991,72,1233.1119999999999,1
21.3,70,2505,79,788.1239999999999,0
21.7,72,2848,38,885.956,0
20.7,73,1153,8,373.256,0
22.5,68,1187,89,393.8999999999999,0
24.9,64,3226,126,1010.332,0
26.1,59,3688,118,1146.7479999999998,1
27.2,55,1310,172,440.096,0
28.7,51,3182,144,997.0759999999999,0
30.0,47,2938,156,924.8000000000001,0
30.0,46,1871,187,608.7599999999999,0
30.4,45,2881,214,915.372,0
30.1,43,2959,140,927.7679999999999,0
28.7,51,1430,140,470.91600000000005,0
25.3,58,1456,157,482.10400000000004,0
23.6,65,2477,167,791.288,0
23.9,65,1518,81,491.63199999999995,0
23.2,65,1179,118,394.916,0
23.3,64,1635,106,529.784,0
22.4,65,3722,16,1143.312,1
22.8,65,1619,66,519.524,0
22.8,65,3236,30,999.5840000000001,0
21.4,66,2535,22,788.052,0
21.9,67,3229,14,995.552,0
21.5,69,1083,73,360.46,0
21.5,69,3183,51,987.38,0
21.0,70,3019,76,941.8199999999999,0
20.7,71,2290,56,720.5160000000001,0
21.7,65,1089,121,367.916,0
23.9,60,1553,98,503.112,0
25.3,54,2967,84,924.064,0
26.7,50,2434,190,778.276,0
27.0,45,2327,172,742.34,0
29.4,40,3157,189,992.992,0
29.6,40,2243,178,717.308,0
29.3,39,3457,180,1081.424,1
29.6,38,2123,149,676.688,0
27.8,42,3787,198,1183.364,1
25.4,47,1658,189,544.1320000000001,0
23.9,52,1041,217,363.932,0
23.4,52,1454,87,469.492,0
22.4,52,1513,102,489.01199999999994,0
22.6,52,1005,135,341.288,0
22.5,53,2548,19,788.1999999999999,0
21.4,54,4067,1,1241.352,1
21.3,56,3248,13,997.864,0
20.1,56,3132,78,971.8279999999999,0
20.6,57,3081,6,946.8679999999999,0
20.4,58,2622,0,808.552,0
20.3,59,3587,6,1099.1439999999998,1
19.0,60,1632,34,516.48,0
19.1,61,1658,77,530.608,0
20.8,58,1066,139,361.324,0
22.1,55,2881,91,898.6279999999999,0
24.9,52,1356,130,446.532,0
26.9,47,1487,147,487.37199999999996,0
27.4,42,3892,211,1216.572,1
29.9,37,1829,149,588.2919999999999,0
29.5,37,3132,147,978.8,0
29.7,36,1983,166,636.536,0
29.7,36,3035,218,959.4159999999999,0
27.8,40,3421,201,1073.424,1
25.7,44,2927,220,928.4159999999999,0
22.1,49,1352,203,453.928,0
22.1,48,2541,108,797.048,0
22.3,48,2743,107,857.564,0
22.7,48,2569,85,802.396,0
21.7,49,3021,7,927.076,0
20.4,50,3196,44,984.6719999999999,0
19.0,51,2880,25,887.1,0
19.9,51,1190,22,379.93199999999996,0
19.5,52,1923,23,600.14,0
18.4,52,3210,74,993.072,0
18.8,54,1849,4,575.6439999999999,0
17.1,55,2518,22,778.668,0
17.2,57,3214,39,990.4359999999999,0
18.8,54,3478,98,1077.504,1
20.5,52,3841,137,1191.78,1
22.4,49,1769,102,564.9719999999999,0
24.7,43,1582,183,519.1759999999999,0
26.0,37,1509,140,489.94,0
28.1,31,3660,197,1142.128,1
28.2,31,2126,148,675.096,0
28.5,31,2895,216,915.4,0
28.5,30,3119,162,974.7599999999999,0
26.4,35,2404,166,761.632,0
24.9,40,1466,184,483.732,0
22.0,45,1051,190,360.66,0
22.0,45,3214,128,1000.8799999999999,0
21.7,45,3068,90,951.676,0
21.0,46,1999,111,633.9999999999999,0
20.6,47,3792,75,1167.028,1
19.5,48,3321,56,1023.04,0
19.9,50,2488,44,772.132,0
18.5,50,2205,2,680.9599999999999,0
18.2,50,2922,76,906.336,0
18.6,50,2140,17,663.588,0
18.5,52,2576,56,800.38,0
17.8,53,1164,55,376.724,0
17.8,55,1351,54,433.244,0
19.4,52,2320,140,735.592,0
21.8,49,1735,138,559.644,0
22.8,46,3909,88,1204.2839999999999,1
24.0,42,1565,155,509.68,0
26.6,38,1932,143,617.708,0
28.1,34,1279,220,431.888,0
28.4,33,2562,175,810.292,0
28.9,32,1638,157,530.432,0
29.5,32,3693,154,1146.6799999999998,1
26.5,36,1079,218,371.71999999999997,0
23.4,41,3749,157,1164.712,1
21.2,46,2476,206,790.456,0
21.5,46,1404,93,453.11999999999995,0
20.4,46,1999,140,637.8919999999999,0
20.2,46,3262,98,1010.856,0
20.8,46,3901,40,1194.6039999999998,1
20.0,47,2843,64,880.62,0
19.2,47,2010,57,629.5160000000001,0
20.0,47,1454,36,460.0,0
19.6,47,3093,48,953.268,0
19.8,48,3930,60,1206.384,1
18.2,50,3754,61,1153.836,1
17.9,53,1981,49,621.012,0
17.4,55,3208,19,985.332,0
19.2,52,1474,90,474.736,0
21.1,49,1691,102,541.208,0
23.7,46,3945,104,1217.576,1
25.7,42,3137,151,981.1959999999999,0
26.9,38,3950,202,1231.452,1
28.6,34,3244,188,1017.048,0
28.6,33,3597,202,1124.628,1
28.3,32,3914,202,1219.364,1
29.8,31,3072,206,967.4639999999999,0
26.8,36,2531,189,803.344,0
24.7,42,3567,156,1110.6159999999998,1
21.9,47,3172,153,992.3119999999999,0
21.8,48,2294,80,718.944,0
20.0,49,3825,121,1183.76,1
20.6,49,1812,88,575.408,0
20.2,51,1851,60,583.636,0
19.2,52,2656,11,818.276,0
19.3,53,2198,41,685.384,0
19.6,53,3932,41,1205.668,1
19.1,52,3613,45,1110.1079999999997,1
19.4,52,2947,59,912.352,0
18.2,53,3208,2,982.616,0
18.5,54,3048,14,936.66,0
18.0,56,3223,72,997.7,0
19.8,52,1423,84,458.76399999999995,0
21.9,49,3816,98,1178.372,1
23.4,45,2407,137,760.432,0
25.2,41,2573,147,811.016,0
26.6,37,4007,212,1249.588,1
28.1,34,2944,145,920.8879999999999,0
28.2,33,1716,219,562.5959999999999,0
29.5,32,3097,167,969.6999999999999,0
29.9,31,2005,174,642.912,0
26.1,36,1123,163,377.10799999999995,0
24.2,42,2170,158,691.6560000000001,0
21.9,47,1705,177,555.572,0
21.0,48,3474,118,1078.04,1
21.3,48,1358,84,438.56399999999996,0
20.3,49,1844,107,587.584,0
20.4,50,1482,74,474.67199999999997,0
19.5,52,1301,25,413.82,0
20.0,54,2665,57,828.2,0
19.5,53,3157,55,975.0999999999999,0
19.8,53,2327,11,720.024,0
19.3,53,1387,31,440.68399999999997,0
18.8,55,3095,6,950.004,0
18.0,57,2755,20,850.3,0
17.5,58,4052,7,1237.72,1
19.9,55,3088,81,958.712,0
21.1,51,3747,81,1155.628,1
23.8,48,2328,92,731.384,0
24.0,45,3182,220,1004.7199999999999,0
26.9,42,1665,195,546.092,0
28.4,40,2736,207,868.932,0
28.8,39,3369,166,1052.924,1
28.6,38,3640,194,1137.808,1
29.2,37,3659,207,1145.2160000000001,1
27.8,42,1874,201,609.8839999999999,0
24.4,48,2180,211,703.812,0
22.9,53,3483,211,1095.6919999999998,1
22.8,53,1890,96,601.6640000000001,0
21.7,54,1190,112,393.87600000000003,0
21.4,54,1409,127,461.592,0
21.1,53,1406,14,444.508,0
20.7,53,1362,25,432.736,0
20.4,52,3140,46,968.7120000000001,0
20.3,52,1096,50,356.04400000000004,0
19.5,52,2737,52,848.4,0
19.7,52,3568,72,1100.5559999999998,1
19.1,55,1215,21,388.188,0
18.3,58,3316,35,1021.064,0
18.6,61,3395,11,1042.328,0
20.0,57,3807,128,1181.58,1
21.5,53,2657,89,830.4200000000001,0
23.9,49,3431,111,1065.252,1
25.6,46,2890,174,911.408,0
26.3,42,2926,141,916.664,0
29.0,38,3216,140,1003.16,0
28.5,37,3373,215,1060.34,1
29.0,36,2391,150,756.5,0
29.3,36,2238,166,712.924,0
26.3,42,2924,156,918.164,0
24.8,48,2299,147,730.664,0
22.2,54,2526,206,807.976,0
23.0,55,2059,91,652.28,0
22.8,56,2273,130,722.164,0
21.9,56,3813,89,1178.1719999999998,1
21.5,57,2128,4,660.9399999999999,0
20.3,58,3559,56,1097.464,1
20.3,59,2841,33,879.1239999999999,0
20.5,60,1994,4,621.2999999999998,0
19.9,60,4071,63,1252.492,1
19.9,61,3433,75,1063.052,1
18.8,63,3292,8,1011.6239999999999,0
18.7,65,1895,45,598.236,0
17.2,67,1479,76,477.916,0
19.1,61,1404,111,459.168,0
21.6,55,1607,99,517.4079999999999,0
23.9,50,2908,97,906.672,0
25.6,46,2257,198,724.868,0
27.0,42,3093,184,972.98,0
28.4,38,2622,182,830.672,0
28.5,37,3220,164,1007.3000000000001,0
28.2,36,3462,195,1083.876,1
29.8,36,3913,147,1212.9039999999998,1
27.8,41,3508,167,1095.0439999999999,1
24.4,46,1748,200,572.112,0
22.2,51,2650,214,845.456,0
22.4,51,1826,81,579.692,0
22.4,51,3573,114,1108.4119999999998,1
21.6,51,1827,105,583.128,0
22.0,52,3398,23,1043.34,0
20.1,54,1342,63,432.16799999999995,0
20.9,55,4073,31,1247.4919999999997,1
20.5,53,1550,72,495.65999999999997,0
20.3,51,1457,54,464.62399999999997,0
20.0,50,1919,60,603.6999999999999,0
19.9,52,3986,76,1226.5720000000001,1
18.6,54,2986,15,918.228,0
18.5,57,3780,53,1162.5600000000002,1
20.1,51,3028,89,940.768,0
22.5,46,3104,108,965.4999999999999,0
24.4,41,1439,96,463.452,0
25.2,38,3030,161,949.236,0
27.7,36,3204,198,1006.756,0
28.6,33,2283,141,721.888,0
28.5,33,2824,155,886.12,0
29.2,32,1529,198,503.55600000000004,0
29.4,32,1980,157,633.172,0
27.5,38,2149,175,687.54,0
24.2,43,3035,160,951.716,0
22.2,49,3229,158,1010.756,0
22.8,50,3691,86,1139.724,1
21.1,50,3390,81,1048.2479999999998,0
21.8,51,2000,135,639.284,0
21.1,51,1330,3,419.608,0
20.1,52,1749,39,550.348,0
21.0,53,1431,39,455.48,0
20.3,53,3354,36,1031.764,0
20.9,53,2234,36,695.9319999999999,0
19.0,53,1480,1,464.3,0
20.0,55,3482,25,1069.1,1
18.4,56,3928,59,1207.492,1
18.5,57,1729,60,548.2399999999999,0
20.9,53,1170,107,386.672,0
21.4,49,1503,94,483.772,0
23.5,45,3377,86,1044.32,0
25.7,41,2372,185,756.176,0
26.7,37,1547,166,505.176,0
28.1,33,3776,140,1169.5079999999998,1
28.3,32,2544,173,804.304,0
28.2,31,2927,220,925.476,0
28.2,30,2808,183,884.316,0
26.3,36,3010,160,942.8439999999999,0
24.2,42,2037,144,649.7959999999999,0
21.0,49,3641,188,1138.2199999999998,1
21.2,49,2692,139,846.716,0
21.6,50,3699,102,1144.028,1
20.3,50,1606,100,515.484,0
20.7,49,3686,65,1134.416,1
20.7,49,1482,72,474.19599999999997,0
20.4,48,2758,55,854.2520000000001,0
20.1,48,2071,29,644.4279999999999,0
20.5,49,1448,2,454.13999999999993,0
20.6,49,2255,79,707.048,0
19.5,54,1186,31,380.71999999999997,0
18.5,58,2997,63,929.34,0
17.7,63,2803,52,870.776,0
19.0,56,2123,114,673.86,0
22.1,50,3119,130,974.088,0
24.8,43,1411,88,454.604,0
26.7,40,2482,152,784.556,0
27.0,36,3126,202,983.7199999999999,0
29.7,32,3082,167,965.2559999999999,0
29.3,31,2529,214,805.544,0
30.0,30,2792,155,876.1,0
29.7,28,1475,212,488.336,0
27.3,34,2445,147,771.244,0
25.5,39,1366,214,457.82,0
23.0,45,1802,179,584.7,0
22.2,47,1963,103,622.6959999999999,0
21.4,49,1399,96,452.852,0
21.7,51,2685,138,845.176,0
21.5,51,2258,39,703.16,0
20.5,52,2970,42,917.18,0
20.2,52,1258,4,398.176,0
20.4,53,1255,67,406.432,0
20.8,53,1098,44,356.224,0
19.2,54,1602,30,505.29599999999994,0
19.2,58,2560,20,792.4159999999999,0
18.6,61,1942,38,610.2080000000001,0
17.6,65,3963,44,1218.1879999999999,1
20.2,57,3801,131,1180.2559999999999,1
22.1,50,2515,97,788.268,0
24.3,43,2052,137,653.624,0
26.8,39,3226,142,1006.1039999999999,0
28.7,36,2140,184,685.876,0
29.4,32,3033,164,950.052,0
29.8,31,1287,218,433.64399999999995,0
29.1,31,1317,147,432.508,0
29.9,30,3967,215,1236.9719999999998,1
27.5,34,2855,194,900.88,0
25.5,39,2522,175,799.1600000000001,0
23.3,43,1320,147,435.144,0
23.6,44,2196,85,689.6279999999999,0
22.2,45,2049,82,644.996,0
22.8,46,3301,125,1027.0639999999999,0
22.7,47,2753,15,847.516,0
21.1,49,3417,80,1055.9279999999999,1
21.6,50,1163,49,375.808,0
21.1,50,3451,6,1056.0479999999998,1
20.5,50,3698,60,1137.54,1
20.8,50,2612,71,813.364,0
20.2,54,2912,57,902.356,0
19.2,57,2912,66,904.176,0
19.7,61,2266,24,705.756,0
20.4,57,3328,88,1032.392,0
22.1,53,3967,117,1227.508,1
24.6,48,1667,84,532.188,0
26.2,44,2988,152,937.3359999999999,0
27.7,41,1840,212,600.9159999999999,0
30.0,37,2347,173,747.08,0
29.1,36,3713,161,1154.668,1
29.4,35,3363,166,1050.172,1
29.8,35,2470,144,779.304,0
28.5,40,2626,144,827.1399999999999,0
26.8,45,3886,185,1211.804,1
24.7,50,1686,158,548.836,0
23.2,52,2256,138,717.176,0
24.0,54,2862,103,894.86,0
22.8,56,2853,91,890.704,0
22.0,60,2594,48,807.88,0
21.8,64,2883,22,892.004,0
21.3,68,1297,1,414.24399999999997,0
22.0,69,3159,55,980.88,0
20.7,70,2198,20,687.5959999999999,0
20.4,71,3167,31,980.0319999999999,0
20.2,73,1397,19,447.856,0
19.4,75,3917,62,1210.212,1
19.8,77,2676,49,836.764,0
22.0,69,1372,131,455.41999999999996,0
23.7,62,1014,108,343.316,0
25.5,54,3791,81,1170.8999999999999,1
27.4,49,3746,210,1174.592,1
28.0,44,1404,184,467.12,0
29.1,39,3235,169,1013.228,0
30.5,38,3479,161,1085.42,1
30.2,37,1627,147,527.496,0
30.1,36,2042,189,657.5680000000001,0
28.2,40,2287,166,728.436,0
27.5,45,1611,164,526.56,0
25.0,49,1803,158,583.74,0
25.5,52,1929,102,614.68,0
24.1,55,3715,132,1155.128,1
23.5,58,1347,121,443.85999999999996,0
23.8,60,1810,46,572.9040000000001,0
22.7,62,3166,45,979.8159999999999,0
21.8,65,2265,71,713.744,0
21.4,67,1664,58,532.072,0
21.3,69,2940,63,916.104,0
20.8,70,3946,36,1214.264,1
20.9,72,1495,30,478.712,0
19.3,74,1555,79,503.684,0
19.9,75,2821,28,876.7919999999999,0
21.2,68,1839,105,591.376,0
23.7,60,2330,135,741.336,0
25.2,53,2355,136,747.4359999999999,0
27.6,48,4045,149,1255.5279999999998,1
28.1,44,2462,190,785.388,0
29.5,39,1544,174,506.74,0
30.3,38,3657,200,1144.224,1
30.6,37,3191,176,1000.8679999999999,0
30.3,36,4065,219,1268.7240000000002,1
28.3,41,2753,143,865.324,0
27.3,45,3888,211,1216.1839999999997,1
25.3,49,3735,203,1169.7240000000002,1
24.9,52,2650,124,833.892,0
24.9,56,2759,117,866.732,0
23.8,59,3974,121,1232.324,1
22.6,62,1536,9,485.74799999999993,0
22.3,64,1067,0,344.26399999999995,0
22.0,67,3268,9,1006.5799999999999,0
21.9,68,1311,37,423.65200000000004,0
22.0,69,2724,40,848.28,0
21.1,70,2616,49,817.168,0
20.1,70,1510,65,487.32800000000003,0
21.0,70,2216,79,701.3399999999999,0
20.9,70,1459,19,465.812,0
22.2,64,2450,111,774.6759999999999,0
24.7,58,3306,117,1031.336,0
25.5,53,4046,104,1250.34,1
27.5,48,1650,151,537.28,0
28.3,44,1349,144,445.104,0
29.8,40,3416,216,1074.584,1
30.1,39,3064,154,960.108,0
30.5,38,4042,217,1262.16,1
30.8,37,3415,150,1064.484,1
28.9,42,1367,141,449.692,0
